sku,img1,img2
889214485489-LGP,https://images.sellbrite.com/production/234668/889214485489-LGP/fe63cfed-780d-5072-a151-aeac59a2be14.jpg,https://images.sellbrite.com/production/234668/889214485489-LGP/c53e847d-dae3-5205-9350-4f32da5d4e52.jpg
